,stamp,price,sentiment
223,2017-10-28,5795.0,0.38021943904690936
394,2017-10-29,6125.0,0.38021943904690936
558,2017-10-30,6135.3,0.38021943904690936
80,2017-10-31,6406.5,0.38021943904690936
474,2017-11-01,6657.3,0.38021943904690936
384,2017-11-02,7210.1,0.38021943904690936
548,2017-11-03,7191.0,0.38021943904690936
622,2017-11-04,7489.9,0.38021943904690936
354,2017-11-05,7316.7,0.38021943904690936
251,2017-11-06,7186.8,0.38021943904690936
127,2017-11-07,7364.3,0.38021943904690936
607,2017-11-08,7376.9,0.38021943904690936
441,2017-11-09,7195.0,0.38021943904690936
368,2017-11-10,6704.1,0.38021943904690936
109,2017-11-11,6079.3,0.38021943904690936
588,2017-11-12,6241.0,0.38021943904690936
605,2017-11-13,6570.0,0.38021943904690936
256,2017-11-14,6565.0,0.38021943904690936
